date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type,is_synthetic,hotspot
2024-11-01,Malad,Eastern Freeway Start,16.73,0.94,00:44,Clear,Friday,Diwali,126.7,congested,0,1
2022-12-08,Juhu,Kurla,8.802415992518837,0.8331231901661671,20:56,Clear,Saturday,No,42.6,urban,1,0
2024-08-31,Goregaon,Sion,19.74135116667041,0.9226423272114562,02:33,Rain,Thursday,No,237.5,congested,1,1
2024-03-15,Borivali,Thane,15.29,0.84,19:42,Cloudy,Friday,No,59.5,urban,0,0
2023-10-23,Bhandup,Nerul,15.27,0.85,20:15,Clear,Monday,No,69.6,urban,0,0
2024-07-01,Dombivli,Girgaon,47.62,0.35,02:02,Rain,Monday,No,57.4,freeway,0,0
2024-06-13,Kurla,Eastern Freeway Start,4.087573071137343,0.8649683645069796,00:01,Rain,Monday,No,19.4,urban,1,0
2022-04-02,Fort,Chembur,21.65,1.0,07:57,Storm,Saturday,Gudi Padwa,125.6,urban,0,1
2022-02-21,Goregaon,Fort,28.959953921848918,0.3783097737183039,12:24,Fog,Wednesday,No,38.3,freeway,1,0
2024-06-28,Vashi,Matunga,22.318620237264163,0.8008939009257355,17:02,Rain,Saturday,No,89.3,urban,1,0
2024-03-13,Dadar,Ghatkopar,12.6043376701066,0.9196113107901852,12:48,Heavy Rain,Monday,Ramadan Evenings,51.8,urban,1,1
2023-01-19,CST,Vashi,25.465420231809247,0.3381496020897828,05:09,Clear,Monday,No,29.5,freeway,1,0
2022-12-23,Kurla,Dombivli,32.891429346831366,0.5298543485083123,13:08,Rain,Friday,No,41.4,freeway,1,0
2024-08-18,Kurla,Bandra Kurla Complex,4.744531180810699,0.9587152139270666,10:59,Rain,Wednesday,No,60.2,congested,1,1
2024-08-22,Byculla,Dombivli,37.23,0.9,16:44,Rain,Thursday,No,167.6,urban,0,1
2023-09-20,Dombivli,Chembur,27.29187703403244,0.8863761533110279,16:55,Rain,Friday,No,118.1,urban,1,0
2024-04-11,Kalyan,Colaba,63.91,0.96,10:59,Cloudy,Thursday,Gudi Padwa,958.6,congested,0,1
2023-09-19,Crawford Market,Juhu,19.12,0.73,01:58,Cloudy,Tuesday,Ganesh Chaturthi,56.4,urban,0,0
2022-10-29,Chembur,Vashi,16.138689792865254,0.9735184688072114,23:54,Clear,Thursday,No,128.8,congested,1,1
2024-12-16,Andheri,Bandra Kurla Complex,8.25,0.81,06:52,Clear,Monday,No,27.6,urban,0,0
2024-03-15,Kurla,Sion,4.22,0.91,13:58,Cloudy,Friday,No,33.1,congested,0,1
2024-03-29,Thane,Powai,18.71938919986485,0.8820320624689973,18:23,Clear,Tuesday,No,86.4,urban,1,0
2022-06-11,Airoli,Dombivli,17.3,0.83,20:52,Rain,Saturday,No,98.6,urban,0,0
2022-08-31,Sion,Kalyan,45.04,0.94,10:50,Heavy Rain,Wednesday,Ganesh Chaturthi,458.1,urban,0,1
2022-07-10,Goregaon,Dombivli,41.09,0.98,02:53,Rain,Sunday,No,361.9,congested,0,1
2023-07-31,Bandra,Borivali,23.16,0.92,12:40,Rain,Monday,No,248.0,congested,0,1
2024-10-21,Malad,Worli,25.32368092040174,0.941246226829142,06:47,Clear,Tuesday,No,193.2,congested,1,1
2022-02-24,Nerul,Malad,31.37,0.72,15:26,Clear,Thursday,No,99.9,urban,0,0
2022-10-12,Sion,Marine Lines,15.069284707302778,0.8537970079892331,04:16,Clear,Monday,Diwali,54.1,urban,1,0
2023-09-23,Dombivli,Panvel,14.582198774904311,1.0,04:56,Heavy Rain,Tuesday,Ganesh Chaturthi,119.9,urban,1,1
2024-08-15,Mulund,Vashi,15.48,0.84,01:44,Rain,Thursday,Independence Day,51.9,urban,0,0
2022-08-12,Vashi,Lalbaug,22.55831193783712,0.9414381599380128,19:13,Cloudy,Wednesday,Ganesh Chaturthi,196.9,urban,1,1
2024-06-21,Dadar,Crawford Market,8.799665560391999,0.9241571931980794,11:18,Cloudy,Monday,No,74.3,congested,1,1
2024-01-03,Crawford Market,Marine Lines,4.725190367853781,0.7960517431093403,05:45,Clear,Saturday,No,14.5,urban,1,0
2023-03-08,Dadar,Juhu,13.9,0.91,05:19,Clear,Wednesday,Holi,183.7,congested,0,1
2024-08-25,Kurla,Bandra Kurla Complex,4.778722214420839,0.9706602904555008,10:34,Rain,Wednesday,No,60.2,congested,1,1
2022-06-03,Vashi,Chembur,12.58578045624613,0.7498269736145166,22:53,Clear,Wednesday,No,41.0,urban,1,0
2024-08-26,Eastern Freeway Start,Dadar,11.12,0.65,22:18,Rain,Monday,Janmashtami,19.8,freeway,0,0
2024-03-15,Panvel,CST,39.01,0.38,23:42,Rain,Friday,No,50.0,freeway,0,0
2025-01-10,Worli,Girgaon,7.420126443367785,0.7829190318892076,11:03,Cloudy,Monday,No,25.5,urban,1,0
2024-02-08,Colaba,Borivali,45.47913552555515,0.7918494494029036,16:32,Clear,Saturday,No,131.8,urban,1,0
2024-04-17,Eastern Freeway Start,Goregaon,14.759969326195437,0.8640591167818296,03:16,Storm,Thursday,Gudi Padwa,55.3,urban,1,0
2024-03-09,Matunga,Panvel,43.7,0.91,23:41,Clear,Saturday,No,334.3,congested,0,1
2024-04-10,Crawford Market,CST,3.44,0.92,10:38,Rain,Wednesday,Eid,22.4,urban,0,1
2024-04-04,Dombivli,Goregaon,38.32,0.59,09:47,Clear,Thursday,No,67.1,freeway,0,0
2023-10-06,Belapur,Thane,28.031306225915024,0.822007516526434,02:16,Cloudy,Monday,No,102.5,urban,1,0
2023-05-26,Borivali,CST,41.97832649243353,0.6265658299932148,09:11,Rain,Monday,No,96.4,freeway,1,0
2022-06-13,Vashi,Goregaon,24.752329527699008,0.9445909121785526,14:23,Heavy Rain,Saturday,No,376.1,congested,1,1
2023-04-19,CST,Matunga,14.020442604485272,0.851264706854486,20:38,Cloudy,Tuesday,No,66.3,urban,1,0
2024-01-28,Mulund,Colaba,42.0778193722907,0.817399648229917,02:45,Clear,Saturday,No,128.9,urban,1,0
2024-04-28,Bandra,Kalyan,41.73156926948767,0.9687197288108952,07:58,Cloudy,Wednesday,Eid,266.1,urban,1,1
2022-09-12,Bhandup,Fort,35.54,0.83,18:00,Rain,Monday,No,107.3,freeway,0,0
2023-11-03,Kalyan,Panvel,41.34838203433056,0.3621760210833796,12:14,Cloudy,Monday,No,48.8,freeway,1,0
2024-12-16,Chembur,Mohammad Ali Road,21.79,0.97,00:52,Cloudy,Monday,No,183.1,congested,0,1
2022-01-02,Colaba,Girgaon,6.935041088236616,0.7020350138049798,21:27,Cloudy,Tuesday,No,20.3,urban,1,0
2022-05-18,Kurla,Fort,21.286558717983358,0.8710383562255577,15:33,Clear,Monday,Eid,108.2,urban,1,0
2024-09-15,Kurla,Bandra,5.125521696922389,0.8740980922731864,00:00,Heavy Rain,Saturday,Ganesh Chaturthi,25.1,urban,1,0
2023-01-08,Thane,Matunga,39.73,0.89,08:22,Rain,Sunday,No,195.1,urban,0,0
2024-04-06,Panvel,Dombivli,15.507584605422997,0.9847372373455964,12:49,Heavy Rain,Wednesday,Eid,176.9,congested,1,1
2022-04-26,Colaba,Western Express Highway,22.09099181872112,0.8013187091363783,01:25,Cloudy,Thursday,No,66.2,urban,1,0
2024-07-01,Western Express Highway,Nerul,30.323655863516134,0.8327269133418993,16:53,Rain,Wednesday,No,165.0,urban,1,0
2024-05-15,Dadar,CST,12.82,0.71,00:54,Cloudy,Wednesday,No,36.2,urban,0,0
2022-01-06,Bandra,Nerul,27.36,0.54,16:26,Rain,Thursday,No,41.5,freeway,0,0
2022-03-21,Powai,Matunga,14.635202474514989,0.842108209337003,05:36,Clear,Wednesday,No,46.3,urban,1,0
2023-08-29,Nerul,Bhandup,15.65,1.0,11:45,Clear,Tuesday,No,81.6,urban,0,1
2022-01-05,Juhu,Eastern Freeway Start,10.534606482720848,0.8095382478325468,06:56,Fog,Sunday,No,40.5,urban,1,0
2023-09-14,CST,Dadar,12.101772964774542,0.7404956481117974,03:33,Cloudy,Wednesday,No,39.0,urban,1,0
2024-11-05,Vashi,Borivali,28.31664202171891,0.5143742027203848,07:46,Clear,Saturday,No,44.4,freeway,1,0
2023-08-18,Fort,Kalyan,70.21610599967855,0.4477124203853969,04:39,Rain,Tuesday,No,83.5,freeway,1,0
2023-12-07,Bandra,Western Express Highway,2.6811605861682826,0.8508554141044758,01:58,Cloudy,Saturday,No,8.1,urban,1,0
2022-01-19,Marine Lines,Ghatkopar,22.49237811203873,0.9472825874274048,05:32,Clear,Friday,No,174.5,congested,1,1
2023-10-15,Byculla,Airoli,29.42,0.55,09:25,Clear,Sunday,Navratri,42.3,freeway,0,0
2023-06-12,Western Express Highway,Dadar,9.5367944718957,0.9962251906461144,07:35,Heavy Rain,Monday,No,76.3,urban,1,1
2022-08-05,Andheri,Powai,9.24436793101815,0.8865019870679728,10:17,Rain,Monday,Independence Day,63.6,urban,1,0
2024-02-19,Western Express Highway,Bhandup,16.892841030048924,0.9304028524629616,00:12,Clear,Monday,Ramadan Evenings,138.8,congested,1,1
2023-03-08,Borivali,Goregaon,9.42,0.79,22:45,Clear,Wednesday,Holi,27.4,urban,0,0
2024-08-15,Fort,Dadar,11.477925035151754,0.9851076835687236,04:23,Heavy Rain,Thursday,Independence Day,77.5,urban,1,1
2022-10-24,Airoli,Dombivli,14.3,0.8,00:30,Clear,Monday,Diwali,51.1,urban,0,0
2023-02-22,Girgaon,Mulund,39.18515030241832,0.418623923174422,06:57,Cloudy,Wednesday,Holi,43.7,freeway,1,0
2023-06-04,Lalbaug,Girgaon,6.152648922029109,0.9419355741902024,08:55,Cloudy,Monday,No,82.8,congested,1,1
2024-08-15,Western Express Highway,Worli,11.415997991500756,1.0,11:47,Heavy Rain,Tuesday,No,169.9,congested,1,1
2024-07-14,Colaba,Bandra,19.24,0.91,20:53,Rain,Sunday,No,113.0,urban,0,1
2022-05-18,Lalbaug,Ghatkopar,15.932942369307414,0.9921127700062836,02:26,Clear,Monday,Eid,141.4,congested,1,1
2023-02-16,Bandra Kurla Complex,Marine Lines,15.237752862401656,0.8307358108619748,23:22,Rain,Wednesday,No,51.8,urban,1,0
2022-06-05,Dombivli,Matunga,40.4,0.77,03:46,Rain,Sunday,No,146.8,urban,0,0
2024-04-26,Vashi,Bandra,24.23,0.84,20:49,Clear,Friday,No,84.6,urban,0,0
2023-05-02,Airoli,CST,35.62,0.5,08:44,Cloudy,Tuesday,No,50.1,freeway,0,0
2021-12-29,Girgaon,Dadar,9.054905992337812,0.522137372807438,15:52,Clear,Tuesday,No,20.0,freeway,1,0
2024-12-02,Malad,Worli,24.03,0.6,20:39,Clear,Monday,No,48.2,freeway,0,0
2023-03-04,Nerul,Malad,29.691590636449124,0.7454979522724765,01:53,Fog,Wednesday,No,104.8,urban,1,0
2022-05-29,Fort,Powai,29.044295249865765,0.991734427531175,05:11,Heavy Rain,Saturday,No,427.7,congested,1,1
2022-06-29,Kalyan,Vashi,31.83,0.92,18:54,Clear,Wednesday,No,150.0,urban,0,1
2023-08-15,Kalyan,Belapur,36.78,0.75,00:25,Cloudy,Tuesday,Independence Day,114.3,urban,0,0
2022-08-25,Colaba,Dombivli,50.43250957970344,0.9872547361471172,15:04,Heavy Rain,Thursday,Janmashtami,483.9,urban,1,1
2024-03-22,Bhandup,Eastern Freeway Start,15.168886119945409,0.6376241961042073,19:22,Clear,Monday,Holi,24.6,freeway,1,0
2023-02-08,Western Express Highway,Mohammad Ali Road,17.019978470080122,0.5047497190688516,17:34,Clear,Monday,No,25.3,freeway,1,0
2023-10-25,Borivali,Airoli,26.87835627417364,0.4416306075617114,02:40,Clear,Friday,No,46.2,freeway,1,0
2024-02-19,Kurla,Mohammad Ali Road,15.37,0.93,17:51,Fog,Monday,No,104.6,urban,0,1
2023-01-22,Bandra Kurla Complex,Worli,9.299871290281144,0.8423027378261009,06:08,Fog,Sunday,No,40.0,urban,1,0
2024-05-12,Vashi,Fort,29.809043197008545,0.926005292854514,12:36,Clear,Sunday,No,240.4,congested,1,1
2022-12-11,Fort,Matunga,12.100137511822274,0.9515068582275348,06:02,Storm,Sunday,Christmas/NewYear,48.9,urban,1,1
2023-12-01,Belapur,Kalyan,39.05702695700053,0.8303756067979661,15:13,Fog,Friday,No,149.8,urban,1,0
2022-06-17,Borivali,Dadar,29.43634316976526,0.9476499667667356,15:13,Rain,Sunday,No,329.9,congested,1,1
2024-02-06,Kurla,Panvel,36.55,0.25,06:12,Clear,Tuesday,No,35.7,freeway,0,0
2023-09-06,Panvel,Malad,38.55781126915304,0.4723129752007309,17:24,Rain,Thursday,No,64.3,freeway,1,0
2022-10-23,Andheri,Belapur,31.1433728436837,0.8441410658876783,08:21,Cloudy,Sunday,No,118.1,urban,1,0
2024-12-10,Bandra,Dombivli,31.74,0.28,01:29,Cloudy,Tuesday,No,33.3,freeway,0,0
2023-09-20,Thane,Colaba,45.14474425945635,0.7578104698842242,01:04,Cloudy,Thursday,No,98.3,freeway,1,0
2024-07-12,Kurla,Bandra Kurla Complex,5.56,0.9,19:38,Cloudy,Friday,No,24.6,urban,0,1
2024-04-24,Bandra Kurla Complex,Kalyan,42.32870550299432,0.8787739558210669,09:01,Cloudy,Wednesday,Eid,258.4,urban,1,0
2024-06-16,Dombivli,Girgaon,49.26,0.33,02:19,Cloudy,Sunday,No,55.7,freeway,0,0
2022-11-04,Lalbaug,Andheri,21.02709317819675,0.8206791814092115,10:14,Clear,Monday,No,95.0,urban,1,0
2021-12-19,Goregaon,Sion,18.854116674909797,0.8913939691979144,17:23,Clear,Sunday,No,88.1,urban,1,0
2024-07-19,Marine Lines,Belapur,33.5,0.39,05:43,Rain,Friday,No,42.6,freeway,0,0
2022-08-25,Bandra Kurla Complex,Colaba,23.02,0.82,23:05,Clear,Thursday,No,67.5,urban,0,0
2023-02-17,CST,Eastern Freeway Start,16.823958380995677,0.7178742022254296,05:46,Cloudy,Monday,No,54.7,urban,1,0
2023-01-05,Matunga,Western Express Highway,9.610798468600477,0.968883017688698,19:44,Cloudy,Sunday,No,114.6,congested,1,1
2024-07-30,Ghatkopar,Worli,19.34,0.92,22:49,Heavy Rain,Tuesday,No,121.8,urban,0,1
2023-09-08,Airoli,Bandra Kurla Complex,27.93077864064622,1.0,16:43,Rain,Monday,No,320.2,congested,1,1
2022-06-29,CST,Nerul,33.24423070418628,0.9731205744126786,19:03,Rain,Sunday,No,494.3,congested,1,1
2023-12-18,Western Express Highway,Andheri,5.5,0.8,14:17,Cloudy,Monday,No,21.3,urban,0,0
2022-08-20,Fort,Andheri,29.2,0.48,19:28,Clear,Saturday,No,38.4,freeway,0,0
2022-07-06,Dadar,Worli,5.93,0.94,13:33,Rain,Wednesday,No,48.1,congested,0,1
2022-06-03,Crawford Market,Fort,5.373499217550871,0.8850926779393304,10:37,Clear,Monday,No,24.4,urban,1,0
2024-03-28,Bhandup,Eastern Freeway Start,15.354527824354284,0.6260018520840214,19:22,Clear,Monday,Holi,24.6,freeway,1,0
2024-04-11,Dadar,Belapur,27.03,0.95,07:08,Cloudy,Thursday,Gudi Padwa,220.3,urban,0,1
2023-12-26,Goregaon,Malad,2.241863086155362,0.7737248013793073,02:49,Rain,Thursday,No,8.3,urban,1,0
2024-03-11,Bhandup,Ghatkopar,13.75,0.77,03:07,Rain,Monday,Ramadan Evenings,54.7,urban,0,0
2022-10-05,Marine Lines,Worli,6.861485621725592,0.7872689040695704,06:21,Clear,Wednesday,Navratri,22.1,urban,1,0
2022-08-01,Mulund,Juhu,19.643973750998768,0.8849746509169216,08:37,Rain,Monday,No,155.7,urban,1,0
2023-03-23,Vashi,Airoli,11.33,0.73,14:09,Clear,Thursday,Ramadan Evenings,33.2,urban,0,0
2023-03-30,Eastern Freeway Start,Dombivli,29.48082948946029,0.401966454178442,02:09,Heavy Rain,Wednesday,Gudi Padwa,42.0,freeway,1,0
2023-11-11,Matunga,Belapur,25.19992527066784,0.9869735992722368,14:20,Clear,Sunday,Diwali,206.2,congested,1,1
2022-03-18,Borivali,Marine Lines,40.24,0.25,04:38,Clear,Friday,Holi,40.8,freeway,0,0
2023-08-29,Chembur,Eastern Freeway Start,0.5230695831385227,0.9293417426219264,09:08,Rain,Tuesday,Ganesh Chaturthi,7.6,congested,1,1
2023-08-15,Mulund,Andheri,18.98,0.89,13:19,Heavy Rain,Tuesday,Independence Day,146.8,urban,0,0
2022-05-01,Crawford Market,Kalyan,50.07,0.77,05:14,Clear,Sunday,No,157.6,urban,0,0
2024-04-11,Ghatkopar,Western Express Highway,8.22,0.77,16:43,Clear,Thursday,Gudi Padwa,26.3,urban,0,0
2022-11-04,Airoli,Marine Lines,38.26867972228867,0.6133713716522069,19:41,Heavy Rain,Monday,Diwali,71.3,freeway,1,0
2022-09-19,Vashi,Bhandup,10.399388158951403,0.959675928317,05:38,Heavy Rain,Friday,No,153.1,congested,1,1
2022-12-25,Dadar,CST,10.04,0.22,14:09,Clear,Sunday,Christmas/NewYear,9.7,freeway,0,0
2023-08-17,Bhandup,Crawford Market,26.13898616458067,0.9155031229069142,17:53,Clear,Saturday,No,267.6,congested,1,1
2024-01-15,Sion,Lalbaug,8.595782479833655,0.9072219974742364,07:41,Rain,Monday,Christmas/NewYear,47.2,urban,1,1
2023-09-01,Byculla,Bhandup,27.83623319599137,0.9722956066020008,21:02,Heavy Rain,Tuesday,Independence Day,412.5,congested,1,1
2024-04-04,Mohammad Ali Road,Andheri,26.40995527376156,0.5425094591063935,01:25,Clear,Wednesday,Eid,47.7,freeway,1,0
2024-12-25,Marine Lines,Nerul,28.86,0.91,01:53,Fog,Wednesday,Christmas/NewYear,198.1,urban,0,1
2024-06-15,Andheri,Airoli,19.828415624873703,1.0,13:56,Rain,Thursday,No,417.4,congested,1,1
2024-07-22,Kurla,Vashi,17.451859028830302,0.9025861650144664,05:28,Rain,Tuesday,No,150.2,congested,1,1
2023-10-15,CST,Nerul,31.27,0.56,07:14,Clear,Sunday,Navratri,48.5,freeway,0,0
2022-05-15,Mohammad Ali Road,Goregaon,26.255075728392825,0.6272795461124205,06:06,Rain,Monday,No,49.0,freeway,1,0
2023-09-24,Kalyan,Eastern Freeway Start,36.56674353347895,0.3539530647795585,05:12,Cloudy,Wednesday,No,40.3,freeway,1,0
2022-10-21,Powai,Bandra,11.165180052764844,0.99898396571562,11:40,Rain,Monday,No,114.3,congested,1,1
2022-03-02,Lalbaug,Girgaon,6.379781161830274,0.919869044183535,22:36,Cloudy,Tuesday,No,45.3,congested,1,1
2022-02-23,Dadar,Marine Lines,12.48,0.82,21:19,Clear,Wednesday,No,37.9,urban,0,0
2022-11-04,Airoli,Western Express Highway,26.01099826875716,0.2265770750719251,05:44,Clear,Thursday,No,25.1,freeway,1,0
2024-09-09,Belapur,Bandra Kurla Complex,30.111980772726472,0.91305139858707,03:25,Rain,Monday,No,280.6,congested,1,1
2023-03-27,Panvel,Crawford Market,41.28281823688906,0.7530407984282403,09:49,Clear,Wednesday,Gudi Padwa,164.0,urban,1,0
2024-03-23,Bhandup,Bandra,17.859365047730588,0.7779054047243381,21:57,Clear,Tuesday,No,57.6,urban,1,0
2022-10-27,Borivali,Malad,9.62,0.76,05:03,Clear,Thursday,No,31.5,urban,0,0
2022-07-21,Mohammad Ali Road,Bandra Kurla Complex,15.5830700479418,0.9631723044373034,10:16,Clear,Wednesday,No,148.6,congested,1,1
2025-01-04,Goregaon,Kalyan,49.07204121779508,1.0,04:58,Storm,Wednesday,Christmas/NewYear,511.4,congested,1,1
2022-10-24,Malad,Thane,17.05,0.98,18:37,Clear,Monday,Diwali,243.9,congested,0,1
2022-12-06,Thane,Borivali,15.86156443338087,0.8527167834164009,05:23,Clear,Saturday,No,121.0,congested,1,0
2023-03-22,Colaba,Worli,11.8242383640666,0.9573748649568354,07:55,Clear,Thursday,No,133.9,congested,1,1
2024-07-13,Dadar,Andheri,13.27668645656123,1.0,09:07,Rain,Saturday,No,193.4,congested,1,1
2023-11-25,Bandra,Powai,13.50614686302502,0.9612905079948566,09:47,Rain,Monday,No,168.9,congested,1,1
2023-10-26,Sion,Byculla,7.27575079602873,0.7974464752066267,17:32,Clear,Sunday,Navratri,26.9,urban,1,0
2023-08-15,CST,Bandra,17.21755027846812,0.8162721133311902,22:59,Cloudy,Friday,No,49.8,urban,1,0
2023-10-27,Juhu,CST,21.69495929884144,0.917696446655625,18:36,Cloudy,Sunday,Diwali,242.8,congested,1,1
2022-08-31,Vashi,Malad,26.97,0.73,00:15,Heavy Rain,Wednesday,Ganesh Chaturthi,83.7,freeway,0,0
2023-04-30,Dombivli,Ghatkopar,23.646022316714895,0.7235349142346291,22:45,Cloudy,Friday,No,69.7,urban,1,0
2022-08-31,Bandra Kurla Complex,Crawford Market,12.342003427469818,0.8876497166298282,14:22,Rain,Tuesday,No,147.4,congested,1,0
2023-03-31,Dadar,Chembur,8.529821283515659,0.5731243626646517,11:15,Storm,Friday,Eid,14.9,freeway,1,0
2022-11-16,Belapur,Matunga,21.8627628220218,0.8323650474277983,07:58,Clear,Friday,No,91.5,urban,1,0
2022-02-27,Borivali,Dombivli,42.478354753498685,0.9159972041772336,05:50,Clear,Monday,No,441.8,congested,1,1
2022-10-31,Powai,Crawford Market,28.306007739719988,0.7555179554617112,11:30,Clear,Wednesday,Navratri,82.4,urban,1,0
2024-09-05,Juhu,Nerul,33.44522431468491,0.6487022111020091,19:22,Rain,Saturday,Ganesh Chaturthi,69.8,freeway,1,0
2023-03-21,Eastern Freeway Start,Bhandup,12.063782864127996,0.970936034670998,04:53,Clear,Monday,No,102.6,congested,1,1
2023-03-23,Matunga,Juhu,11.18,0.96,20:50,Rain,Thursday,Ramadan Evenings,167.7,congested,0,1
2022-03-16,Byculla,Goregaon,26.091563184478897,0.7699188959224398,15:53,Clear,Friday,No,77.1,urban,1,0
2024-09-02,Kurla,Marine Lines,17.116560441402537,0.9701772646913824,10:24,Heavy Rain,Sunday,No,259.9,congested,1,1
2022-09-01,Eastern Freeway Start,Matunga,9.810404119918724,0.9481793579029638,10:08,Rain,Thursday,Janmashtami,57.1,urban,1,1
2024-08-15,Girgaon,Worli,6.2,0.94,10:26,Rain,Thursday,Independence Day,93.0,congested,0,1
2023-04-21,Eastern Freeway Start,Panvel,30.05,0.96,03:14,Cloudy,Friday,Eid,234.4,congested,0,1
2022-06-25,Kalyan,Girgaon,55.49,0.83,00:42,Rain,Saturday,No,189.5,urban,0,0
2024-08-09,Andheri,Ghatkopar,10.06,1.0,21:16,Rain,Friday,No,106.3,congested,0,1
2023-04-09,CST,Ghatkopar,21.351696246032347,0.9584278860583718,22:59,Rain,Monday,No,103.2,urban,1,1
2024-04-22,Kurla,Lalbaug,12.120335116976625,0.8967554554482269,23:59,Clear,Thursday,Gudi Padwa,91.6,congested,1,0
2023-04-08,Bandra Kurla Complex,Dombivli,33.50525253707504,0.7158705546088056,13:43,Clear,Wednesday,Gudi Padwa,100.3,urban,1,0
2024-07-25,Powai,Malad,11.546560521140451,0.3475572235058937,16:13,Clear,Friday,No,11.3,freeway,1,0
2023-08-29,Western Express Highway,Powai,12.02,1.0,14:27,Rain,Tuesday,No,74.3,urban,0,1
2022-03-30,Kurla,Crawford Market,16.89176086387204,0.9177245526558476,02:06,Cloudy,Thursday,No,104.0,urban,1,1
2024-05-07,CST,Goregaon,33.19453678677729,0.7365601978211842,16:27,Cloudy,Sunday,No,96.0,urban,1,0
2024-04-25,Borivali,Kalyan,33.20260770336456,0.6531482146687317,10:08,Cloudy,Thursday,Gudi Padwa,62.2,freeway,1,0
2022-07-11,Kalyan,Juhu,40.29645893233551,0.3649281135995664,22:10,Rain,Friday,No,45.4,freeway,1,0
2023-10-13,Dombivli,Lalbaug,41.09,0.55,09:32,Clear,Friday,No,59.7,freeway,0,0
2023-08-25,Powai,Nerul,23.600835182215874,0.8895034199071429,00:15,Rain,Monday,No,103.4,urban,1,0
2024-08-14,Vashi,CST,27.334946046059105,0.9173250134256804,14:19,Rain,Thursday,No,342.2,congested,1,1
2024-12-25,Bhandup,Powai,6.7,0.81,21:04,Fog,Wednesday,Christmas/NewYear,25.0,urban,0,0
2022-12-25,Sion,Dadar,3.79,0.78,12:54,Cloudy,Sunday,Christmas/NewYear,11.8,urban,0,0
2023-12-25,Girgaon,Bandra,14.13,0.92,02:27,Clear,Monday,Christmas/NewYear,198.1,congested,0,1
2022-08-21,Byculla,Ghatkopar,13.689533969734155,0.856726943230952,13:17,Rain,Tuesday,No,63.8,urban,1,0
2024-09-24,Western Express Highway,Fort,23.86213951577947,0.4908605776190623,09:23,Cloudy,Thursday,Navratri,36.6,freeway,1,0
2022-07-12,Byculla,Fort,9.054674453775194,0.9563998998054972,12:45,Heavy Rain,Monday,No,62.8,urban,1,1
2022-05-28,Vashi,Borivali,34.39,0.96,22:04,Clear,Saturday,No,268.7,congested,0,1
2023-09-05,Matunga,Airoli,25.2,0.34,12:15,Cloudy,Tuesday,No,26.8,freeway,0,0
2024-05-19,Airoli,Matunga,25.37871981660256,0.8186557331708023,21:58,Clear,Sunday,No,81.6,urban,1,0
2022-08-24,Vashi,Malad,27.113246377811333,0.7622488355167589,00:22,Heavy Rain,Wednesday,Ganesh Chaturthi,83.7,freeway,1,0
2024-04-29,Dadar,Western Express Highway,8.92,0.98,09:38,Cloudy,Monday,No,112.1,congested,0,1
2022-09-22,Thane,Eastern Freeway Start,23.57,1.0,19:36,Cloudy,Thursday,No,167.1,urban,0,1
2023-06-26,Belapur,Juhu,32.26076622828044,0.8195479628281355,12:48,Rain,Wednesday,No,110.5,urban,1,0
2024-08-15,Bandra Kurla Complex,Bandra,0.5,0.92,03:43,Rain,Thursday,Independence Day,4.6,congested,0,1
2023-09-18,Ghatkopar,Thane,22.99,0.85,01:12,Cloudy,Monday,No,92.7,urban,0,0
2023-03-12,Vashi,Juhu,28.29,0.97,20:40,Clear,Sunday,No,276.8,congested,0,1
2023-07-06,Girgaon,Worli,6.466290727711173,1.0,11:21,Clear,Friday,No,52.5,congested,1,1
2024-04-18,Dadar,Goregaon,22.3,0.81,21:37,Rain,Thursday,No,75.0,urban,0,0
2022-01-17,Matunga,Malad,23.506535331251214,0.9557558576298604,21:15,Rain,Thursday,No,246.9,congested,1,1
2024-05-10,Bhandup,Thane,12.988539136158815,0.7298533927504047,02:19,Cloudy,Monday,No,45.6,urban,1,0
2023-09-22,Airoli,Juhu,26.34811769657266,0.5477269455496965,05:06,Rain,Thursday,No,35.7,freeway,1,0
2023-12-10,Juhu,Dombivli,39.72344577485353,0.2326334950439794,06:49,Clear,Friday,No,38.4,freeway,1,0
2024-07-12,Girgaon,Thane,39.57104736708494,0.7411732954169276,09:27,Cloudy,Friday,No,98.2,freeway,1,0
2024-09-07,Marine Lines,CST,2.69,0.82,00:39,Storm,Saturday,Ganesh Chaturthi,10.9,urban,0,0
2023-08-07,CST,Bandra,16.217282727489902,0.8456844534193294,12:16,Heavy Rain,Thursday,No,96.0,urban,1,0
